name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
James Wiseman,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO,,6.736388888888889,-0.1
Cade Cunningham,24.0,4.0,13.0,0.308,2.0,5.0,0.4,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,5.0,6.0,12.0,7.0,1,1,202310270CHO,4.4625,12.168069427083331,-0.4565451562499999
Alec Burks,30.0,5.0,10.0,0.5,3.0,7.0,0.429,11.0,12.0,0.917,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,24.0,28.0,0,1,202310270CHO,32.550000000000004,7.733084915625,0.4877080406250002
Killian Hayes,29.0,2.0,10.0,0.2,1.0,3.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,6.0,-7.0,1,1,202310270CHO,5.775,7.910908520833334,-0.2215873125
Marvin Bagley III,13.0,5.0,9.0,0.556,0.0,1.0,0.0,4.0,5.0,0.8,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,6.0,0,1,202310270CHO,15.225000000000001,8.766130401785714,-0.01450352678571426
Joe Harris,11.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0,1,202310270CHO,3.1500000000000004,4.772451592060811,-0.1424191849662162
Marcus Sasser,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0,1,202310270CHO,0.0,4.3189875,-0.20351249999999999
Jared Rhoden,,,,,,,,,,,,,,,,,,,,,0,1,202310270CHO,,4.0,-0.1
Jaden Ivey,23.0,8.0,14.0,0.571,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,18.0,-2.0,0,1,202310270CHO,19.425,8.745794886558219,0.09640233518835623
Caris LeVert,31.0,7.0,16.0,0.438,3.0,9.0,0.333,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,17.0,-3.0,0,0,202310270CLE,17.5,8.732051777343749,0.04665724609375005
Max Strus,37.0,3.0,14.0,0.214,2.0,11.0,0.182,0.0,0.0,,0.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,8.0,8.0,1,0,202310270CLE,10.5,8.117383580078126,-0.10762540429687506
Evan Mobley,33.0,5.0,12.0,0.417,0.0,0.0,,4.0,6.0,0.667,2.0,13.0,15.0,3.0,0.0,2.0,2.0,4.0,14.0,-9.0,1,0,202310270CLE,31.0,13.537987426948055,0.17360268668831158
Isaac Okoro,28.0,3.0,8.0,0.375,1.0,3.0,0.333,3.0,4.0,0.75,4.0,3.0,7.0,2.0,2.0,1.0,1.0,3.0,10.0,-7.0,1,0,202310270CLE,19.0,5.899686338682432,0.21938650760135142
Dean Wade,26.0,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,5.0,5.0,0.0,2.0,0.0,1.0,3.0,8.0,-9.0,1,0,202310270CLE,12.5,4.598333806818182,0.1105497159090909
Georges Niang,20.0,1.0,6.0,0.167,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,202310270CLE,0.5,4.5142138047889615,-0.19962264001623375
Donovan Mitchell,42.0,15.0,27.0,0.556,4.0,11.0,0.364,9.0,11.0,0.818,1.0,7.0,8.0,5.0,3.0,2.0,5.0,1.0,43.0,7.0,1,0,202310270CLE,49.75,16.84227234375,0.5087410937500002
Ty Jerome,9.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,-7.0,0,0,202310270CLE,4.25,5.033567857638889,-0.12592728125
Emoni Bates,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE,,4.0,-0.1
Sam Merrill,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE,,4.0,-0.1
Isaiah Mobley,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE,,4.0,-0.1
Tristan Thompson,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE,,4.0,-0.1
Damian Jones,9.0,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0,0,202310270CLE,4.5,4.0,-0.06749999999999999
Olivier Sarr,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE,,4.0,-0.1
Craig Porter Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270CLE,,4.0,-0.1
Tre Mann,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE,,4.092358901515152,-0.1
Aleksej Pokusevski,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE,,6.655382575757577,-0.1
Shai Gilgeous-Alexander,35.0,15.0,26.0,0.577,2.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,11.0,4.0,5.0,1.0,5.0,2.0,34.0,4.0,1,1,202310270CLE,50.1375,18.803676061100745,0.4264629081156719
Jalen Williams,35.0,4.0,14.0,0.286,2.0,4.0,0.5,4.0,4.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,4.0,2.0,14.0,5.0,1,1,202310270CLE,8.925,9.906373310810812,-0.23315371621621628
Chet Holmgren,30.0,5.0,9.0,0.556,3.0,4.0,0.75,3.0,4.0,0.75,1.0,12.0,13.0,2.0,1.0,7.0,1.0,3.0,16.0,6.0,1,1,202310270CLE,49.0875,9.037356562500001,0.8591690625
Josh Giddey,28.0,1.0,8.0,0.125,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,3.0,1.0,2.0,-12.0,1,1,202310270CLE,6.825,13.275910539583334,-0.44690154375
Isaiah Joe,22.0,2.0,10.0,0.2,1.0,7.0,0.143,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,12.0,0,1,202310270CLE,0.525,5.947159672309027,-0.26648919921875
Luguentz Dort,38.0,9.0,13.0,0.692,3.0,4.0,0.75,4.0,6.0,0.667,3.0,3.0,6.0,2.0,1.0,1.0,1.0,5.0,25.0,-6.0,1,1,202310270CLE,35.9625,8.882734948630137,0.5228685102739726
Aaron Wiggins,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0,1,202310270CLE,1.5750000000000002,4.426103487318841,-0.16732948369565215
Ousmane Dieng,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,-4.0,0,1,202310270CLE,2.1,4.0,-0.1320984375
Vasilije Micić,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0,1,202310270CLE,1.5750000000000002,4.0,-0.140625
Lindy Waters III,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,202310270CLE,0.0,4.0,-0.18
Dāvis Bertāns,,,,,,,,,,,,,,,,,,,,,0,1,202310270CLE,,4.0,-0.1
Cason Wallace,18.0,3.0,4.0,0.75,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0,1,202310270CLE,10.762500000000001,10.0947590625,-0.19392843749999994
Dereck Lively II,16.0,4.0,4.0,1.0,0.0,0.0,,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1,1,202310270DAL,11.8125,17.04938484375,-0.49414640625
Derrick Jones Jr.,14.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1,1,202310270DAL,3.1500000000000004,4.0,-0.10124999999999998
Tim Hardaway Jr.,30.0,6.0,17.0,0.353,3.0,7.0,0.429,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,13.0,0,1,202310270DAL,16.0125,8.453822876320423,0.02082771786971832
Josh Green,27.0,2.0,7.0,0.286,0.0,3.0,0.0,3.0,6.0,0.5,1.0,2.0,3.0,2.0,3.0,0.0,3.0,2.0,7.0,8.0,0,1,202310270DAL,5.5125,5.969291197916666,-0.13696921874999995
Maxi Kleber,25.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0,1,202310270DAL,5.5125,5.2211371537162155,-0.10171588682432428
Dwight Powell,12.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,-6.0,0,1,202310270DAL,15.75,6.084796052631579,0.1255855263157895
Jaden Hardy,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL,,4.264973958333334,-0.1
Dante Exum,4.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0,0,1,202310270DAL,4.2,4.0,-0.07499999999999998
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL,,4.0,-0.1
Markieff Morris,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL,,4.0,-0.1
Olivier-Maxence Prosper,,,,,,,,,,,,,,,,,,,,,0,1,202310270DAL,,4.0,-0.1
Grant Williams,29.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,2.0,5.0,5.0,-4.0,1,1,202310270DAL,5.25,6.585635716314935,-0.17288335836038962
Seth Curry,8.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0,1,202310270DAL,2.1,4.827175143442623,-0.1724846926229508
Kyrie Irving,33.0,6.0,17.0,0.353,1.0,4.0,0.25,4.0,4.0,1.0,1.0,6.0,7.0,6.0,0.0,0.0,0.0,2.0,17.0,-7.0,1,1,202310270DAL,24.4125,16.8096507109375,-0.15300710156249997
Luka Dončić,36.0,16.0,25.0,0.64,9.0,14.0,0.643,8.0,10.0,0.8,1.0,9.0,10.0,7.0,0.0,0.0,0.0,1.0,49.0,9.0,1,1,202310270DAL,73.2375,23.588907788825757,0.8056928267045458
Jalen Wilson,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL,,4.0,-0.1
Mikal Bridges,35.0,6.0,17.0,0.353,3.0,7.0,0.429,3.0,3.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,18.0,-12.0,1,0,202310270DAL,18.25,12.388246011814026,-0.10599064977134143
Cam Thomas,33.0,12.0,19.0,0.632,1.0,4.0,0.25,5.0,5.0,1.0,0.0,7.0,7.0,2.0,1.0,1.0,0.0,2.0,30.0,3.0,1,0,202310270DAL,37.0,5.95004245614035,0.6882178947368421
Ben Simmons,32.0,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,4.0,6.0,10.0,8.0,2.0,2.0,2.0,3.0,10.0,0.0,1,0,202310270DAL,39.0,10.715624110863097,0.5160177120535715
Dorian Finney-Smith,32.0,4.0,8.0,0.5,4.0,7.0,0.571,0.0,0.0,,1.0,6.0,7.0,3.0,0.0,0.0,2.0,5.0,12.0,-15.0,1,0,202310270DAL,21.75,7.091661830018939,0.23520965198863647
Royce O'Neale,34.0,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,,2.0,8.0,10.0,3.0,1.0,0.0,3.0,4.0,11.0,-11.0,0,0,202310270DAL,26.0,8.803779790296053,0.26579048108552633
Lonnie Walker IV,21.0,5.0,9.0,0.556,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,14.0,8.0,0,0,202310270DAL,16.5,5.881068750000001,0.15481875
Spencer Dinwiddie,39.0,8.0,17.0,0.471,6.0,12.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,8.0,0.0,0.0,2.0,4.0,23.0,4.0,1,0,202310270DAL,31.0,12.499075632911392,0.2225566455696203
Day'Ron Sharpe,3.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,0,0,202310270DAL,4.0,4.380808639322916,-0.10171349609375
Armoni Brooks,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL,,4.0,-0.1
Noah Clowney,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL,,4.0,-0.1
Harry Giles,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL,,4.0,-0.1
Trendon Watford,,,,,,,,,,,,,,,,,,,,,0,0,202310270DAL,,5.740676229508198,-0.1
Dennis Smith Jr.,8.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,-7.0,0,0,202310270DAL,-2.0,7.093393920717593,-0.38659971354166667
Desmond Bane,31.0,4.0,17.0,0.235,1.0,10.0,0.1,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,15.0,-8.0,1,0,202310270MEM,10.75,13.715178777901786,-0.3648513560267857
Ziaire Williams,31.0,3.0,10.0,0.3,0.0,3.0,0.0,5.0,5.0,1.0,2.0,7.0,9.0,3.0,0.0,0.0,4.0,0.0,11.0,0.0,1,0,202310270MEM,13.0,4.1999125,0.14241250000000003
Marcus Smart,30.0,7.0,13.0,0.538,3.0,7.0,0.429,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,2.0,3.0,20.0,-6.0,1,0,202310270MEM,32.25,10.39866656779661,0.3542513135593221
Jaren Jackson Jr.,28.0,9.0,13.0,0.692,2.0,2.0,1.0,1.0,2.0,0.5,2.0,7.0,9.0,2.0,0.0,3.0,0.0,5.0,21.0,-1.0,1,0,202310270MEM,34.0,13.224889037298386,0.2668900453629034
John Konchar,30.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0,0,202310270MEM,14.5,5.768567410714287,0.10776383928571431
Derrick Rose,21.0,6.0,14.0,0.429,2.0,3.0,0.667,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,16.0,-1.0,0,0,202310270MEM,14.0,4.17,0.17000000000000004
Jacob Gilyard,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM,,8.3,-0.1
David Roddy,15.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,-8.0,0,0,202310270MEM,-0.5,4.0,-0.19874375
Gregory Jackson II,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM,,4.0,-0.1
Kenneth Lofton Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM,,4.0,-0.1
Vince Williams Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM,,4.0,-0.1
Xavier Tillman Sr.,34.0,5.0,9.0,0.556,1.0,3.0,0.333,2.0,4.0,0.5,2.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,13.0,-5.0,1,0,202310270MEM,19.5,7.993755234375,0.1338021093750001
Jake LaRavia,16.0,2.0,3.0,0.667,1.0,2.0,0.5,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,0,0,202310270MEM,6.75,4.0,-0.011249999999999982
Hunter Tyson,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM,,4.0,-0.1
Ja Morant,,,,,,,,,,,,,,,,,,,,,0,0,202310270MEM,,16.72224576271186,-0.1
Braxton Key,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM,,4.0,-0.1
Nikola Jokić,34.0,8.0,14.0,0.571,1.0,4.0,0.25,5.0,6.0,0.833,3.0,9.0,12.0,7.0,1.0,1.0,9.0,1.0,22.0,6.0,1,1,202310270MEM,35.4375,26.37064876923077,-0.31491276923076916
Kentavious Caldwell-Pope,34.0,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,,0.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,8.0,6.0,1,1,202310270MEM,15.225000000000001,8.391438153211805,0.0031521289062500513
Jamal Murray,33.0,7.0,17.0,0.412,4.0,9.0,0.444,4.0,4.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,2.0,22.0,8.0,1,1,202310270MEM,23.625,13.628605453381148,-0.023730099897540935
Aaron Gordon,30.0,5.0,11.0,0.455,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,10.0,8.0,1,1,202310270MEM,16.0125,12.33378359375,-0.16199765625
Michael Porter Jr.,28.0,3.0,7.0,0.429,2.0,5.0,0.4,1.0,1.0,1.0,1.0,12.0,13.0,3.0,0.0,0.0,1.0,4.0,9.0,4.0,1,1,202310270MEM,23.3625,11.81973269127155,0.05463301454741387
Reggie Jackson,21.0,7.0,13.0,0.538,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,16.0,-4.0,0,1,202310270MEM,23.625,6.27750568097015,0.3226568003731344
Jalen Pickett,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM,,4.0,-0.1
Peyton Watson,18.0,3.0,4.0,0.75,2.0,3.0,0.667,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,9.0,-4.0,0,1,202310270MEM,15.225000000000001,4.2006250000000005,0.20062500000000005
Zeke Nnaji,13.0,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,-2.0,0,1,202310270MEM,7.875,4.016875,0.01687500000000003
Julian Strawther,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0,1,202310270MEM,-2.1,4.0,-0.23249999999999998
Justin Holiday,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM,,4.0,-0.1
DeAndre Jordan,,,,,,,,,,,,,,,,,,,,,0,1,202310270MEM,,5.2718750000000005,-0.1
Christian Braun,18.0,2.0,6.0,0.333,1.0,4.0,0.25,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0,1,202310270MEM,6.5625,4.0,-0.016401562500000022
Jerami Grant,36.0,4.0,14.0,0.286,1.0,5.0,0.2,6.0,7.0,0.857,0.0,4.0,4.0,3.0,2.0,0.0,3.0,5.0,15.0,2.0,1,0,202310270POR,12.0,10.958693387096774,-0.20224209677419347
Deandre Ayton,30.0,7.0,9.0,0.778,0.0,0.0,,0.0,0.0,,4.0,11.0,15.0,1.0,0.0,0.0,2.0,4.0,14.0,6.0,1,0,202310270POR,32.5,14.408516666666667,0.17185000000000006
Scoot Henderson,25.0,3.0,12.0,0.25,1.0,5.0,0.2,0.0,0.0,,2.0,1.0,3.0,2.0,1.0,0.0,5.0,5.0,7.0,-3.0,1,0,202310270POR,-0.5,4.426459375,-0.221665625
Matisse Thybulle,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,-15.0,1,0,202310270POR,5.0,4.0,-0.05499999999999999
Malcolm Brogdon,30.0,6.0,15.0,0.4,2.0,6.0,0.333,4.0,6.0,0.667,2.0,5.0,7.0,1.0,0.0,0.0,2.0,2.0,18.0,-4.0,0,0,202310270POR,13.0,9.90853234841418,-0.12658005830223878
Jabari Walker,9.0,2.0,3.0,0.667,1.0,2.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0,0,202310270POR,12.25,4.12625,0.12625000000000003
Robert Williams,20.0,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,-10.0,0,0,202310270POR,8.75,10.332691142857144,-0.25782314285714286
Skylar Mays,7.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,202310270POR,2.5,13.291239583333333,-0.56084375
Moses Brown,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR,,4.0,-0.1
Kris Murray,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR,,4.0,-0.1
Shaedon Sharpe,41.0,9.0,23.0,0.391,4.0,11.0,0.364,2.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,24.0,-4.0,1,0,202310270POR,22.5,5.9204239912974685,0.3100323773734177
Toumani Camara,22.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,202310270POR,6.75,4.0078499999999995,-0.012149999999999966
Chuma Okeke,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR,,4.011938701923078,-0.1
Rayan Rupert,,,,,,,,,,,,,,,,,,,,,0,0,202310270POR,,4.0,-0.1
Caleb Houstan,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR,,4.0,-0.1
Franz Wagner,35.0,6.0,16.0,0.375,3.0,9.0,0.333,8.0,9.0,0.889,0.0,5.0,5.0,3.0,1.0,1.0,3.0,2.0,23.0,11.0,1,1,202310270POR,25.200000000000003,10.851265268987342,0.14836969936708877
Paolo Banchero,35.0,5.0,12.0,0.417,0.0,0.0,,4.0,9.0,0.444,2.0,5.0,7.0,4.0,2.0,0.0,3.0,1.0,14.0,2.0,1,1,202310270POR,15.75,11.257056963975694,-0.11813357421874993
Jalen Suggs,26.0,4.0,5.0,0.8,0.0,1.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0,11.0,3.0,1,1,202310270POR,27.825000000000003,6.674533927283655,0.4138963070913463
Wendell Carter Jr.,26.0,2.0,7.0,0.286,1.0,3.0,0.333,3.0,4.0,0.75,2.0,7.0,9.0,1.0,0.0,0.0,2.0,1.0,8.0,6.0,1,1,202310270POR,11.55,11.608020198102679,-0.24461875279017847
Markelle Fultz,24.0,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,8.0,11.0,1,1,202310270POR,15.4875,10.757079869791667,-0.10144617187499999
Cole Anthony,28.0,6.0,15.0,0.4,3.0,7.0,0.429,3.0,6.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,18.0,-9.0,0,1,202310270POR,17.0625,9.594083507812499,-0.005414929687499959
Jett Howard,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR,,4.0,-0.1
Gary Harris,18.0,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0,1,202310270POR,0.0,5.803503291015625,-0.273463505859375
Joe Ingles,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0,1,202310270POR,1.5750000000000002,5.892831457201087,-0.2364423199728261
Jonathan Isaac,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-3.0,0,1,202310270POR,3.1500000000000004,4.606548792613636,-0.1346017755681818
Goga Bitadze,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR,,4.461988486842106,-0.1
Anthony Black,,,,,,,,,,,,,,,,,,,,,0,1,202310270POR,,4.9124375,-0.1
Moritz Wagner,21.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,17.0,-1.0,0,1,202310270POR,30.450000000000003,7.2726646134868425,0.45442941611842114
Harrison Barnes,30.0,4.0,5.0,0.8,1.0,2.0,0.5,1.0,4.0,0.25,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,10.0,-9.0,1,0,202310270SAC,14.25,9.713208314453125,-0.08465379492187497
Kevin Huerter,15.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1,0,202310270SAC,2.5,9.661440070633562,-0.3898060766267123
Chris Duarte,26.0,1.0,7.0,0.143,0.0,4.0,0.0,2.0,3.0,0.667,0.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,4.0,0.0,0,0,202310270SAC,-2.5,4.138474932065217,-0.2604516983695652
Malik Monk,17.0,2.0,4.0,0.5,1.0,2.0,0.5,4.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,2.0,9.0,-6.0,0,0,202310270SAC,14.5,8.265514560416667,-0.009893356249999985
Sasha Vezenkov,12.0,4.0,6.0,0.667,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0,202310270SAC,9.0,5.38978921875,-0.01836703125
Colby Jones,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,202310270SAC,0.0,4.0,-0.18
Davion Mitchell,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,-8.0,0,0,202310270SAC,-3.5,4.0,-0.27211917067307695
Kessler Edwards,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC,,4.0,-0.1
Keon Ellis,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC,,4.0,-0.1
Alex Len,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC,,4.0,-0.1
Domantas Sabonis,35.0,7.0,15.0,0.467,0.0,2.0,0.0,5.0,6.0,0.833,4.0,14.0,18.0,7.0,3.0,0.0,1.0,1.0,19.0,-9.0,1,0,202310270SAC,48.5,21.108280105519484,0.2750025081168832
JaVale McGee,12.0,3.0,6.0,0.5,0.0,0.0,,1.0,3.0,0.333,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0,0,202310270SAC,3.5,4.0364249999999995,-0.09857499999999998
Jalen Slawson,,,,,,,,,,,,,,,,,,,,,0,0,202310270SAC,,4.0,-0.1
De'Aaron Fox,39.0,14.0,28.0,0.5,5.0,9.0,0.556,6.0,7.0,0.857,0.0,4.0,4.0,4.0,2.0,0.0,2.0,3.0,39.0,1.0,1,0,202310270SAC,40.0,15.184700327904931,0.33161097931338024
Brandin Podziemski,,,,,,,,,,,,,,,,,,,,,0,1,202310270SAC,,4.0,-0.1
Keegan Murray,39.0,6.0,16.0,0.375,3.0,11.0,0.273,1.0,2.0,0.5,3.0,4.0,7.0,1.0,2.0,1.0,4.0,2.0,16.0,-11.0,1,0,202310270SAC,16.75,9.358310250400642,-0.0024858233173077338
Stephen Curry,34.0,14.0,19.0,0.737,7.0,10.0,0.7,6.0,6.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,4.0,0.0,41.0,10.0,1,1,202310270SAC,51.712500000000006,19.50488985511364,0.4346517869318183
